Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyRate,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,NumCompaniesWorked_log,YearsInCurrentRole_log,YearsWithCurrManager_log,YearsAtCompany_log,MonthlyIncome_log,StockOptionLevel_log,TrainingTimesLastYear_sqrt,PerformanceRating_sqrt,YearsSinceLastPromotion_sqrt,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
31.0,1,1,561.0,3.0,3.0,1.0,1537.0,4.0,0,33.0,3.0,1.0,3.0,2,4156.0,0,0,12.0,1.0,80.0,7.0,1.0,0.6931471805599453,1.0986122886681096,2.0794415416798357,2.0794415416798357,8.315077007294104,0.0,1.4142135623730951,1.7320508075688772,2.6457513110645907,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50.0,0,1,333.0,22.0,5.0,1.0,1539.0,3.0,1,88.0,1.0,4.0,4.0,2,24450.0,0,1,13.0,4.0,80.0,32.0,3.0,0.6931471805599453,1.9459101490553132,2.302585092994046,3.4657359027997265,9.575816471867984,0.0,1.4142135623730951,1.7320508075688772,3.605551275463989,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
34.0,0,2,1440.0,7.0,2.0,1.0,1541.0,2.0,1,55.0,3.0,1.0,3.0,1,4944.0,0,1,25.0,2.0,80.0,12.0,3.0,0.0,2.3978952727983707,2.0794415416798357,2.4849066497880004,7.744569809354496,0.6931471805599453,2.0,2.0,2.23606797749979,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42.0,0,2,1210.0,2.0,3.0,1.0,1542.0,3.0,1,68.0,2.0,1.0,2.0,1,24052.0,0,0,14.0,2.0,80.0,4.0,3.0,1.6094379124341003,0.0,0.0,0.6931471805599453,8.485083137498004,0.6931471805599453,1.7320508075688772,1.7320508075688772,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
37.0,0,2,674.0,13.0,3.0,1.0,1543.0,1.0,1,47.0,3.0,2.0,4.0,1,3031.0,0,0,17.0,1.0,80.0,10.0,3.0,0.6931471805599453,2.1972245773362196,2.0794415416798357,2.3978952727983707,8.363109176033522,0.0,1.4142135623730951,1.7320508075688772,1.7320508075688772,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29.0,0,2,441.0,8.0,1.0,1.0,1544.0,3.0,0,39.0,1.0,2.0,1.0,1,7288.0,0,0,13.0,3.0,80.0,9.0,3.0,1.3862943611198906,2.0794415416798357,2.0794415416798357,2.0794415416798357,9.181529290122063,0.6931471805599453,1.7320508075688772,1.7320508075688772,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
33.0,0,2,575.0,25.0,3.0,1.0,1545.0,4.0,1,44.0,2.0,2.0,2.0,2,24152.0,0,0,13.0,4.0,80.0,5.0,3.0,0.6931471805599453,1.3862943611198906,1.0986122886681096,1.791759469228055,8.371242135931933,0.0,1.4142135623730951,1.7320508075688772,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
45.0,0,2,950.0,28.0,3.0,1.0,1546.0,4.0,1,97.0,3.0,1.0,4.0,1,4585.0,0,0,20.0,4.0,80.0,8.0,3.0,1.6094379124341003,1.6094379124341003,1.3862943611198906,1.791759469228055,7.665284718471351,0.6931471805599453,1.7320508075688772,2.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
42.0,0,1,288.0,2.0,3.0,1.0,1547.0,4.0,1,40.0,3.0,3.0,4.0,1,18611.0,0,1,14.0,3.0,80.0,24.0,1.0,1.0986122886681096,2.1972245773362196,2.302585092994046,3.044522437723423,9.22276289197474,0.6931471805599453,1.7320508075688772,1.7320508075688772,3.605551275463989,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,0,2,1342.0,9.0,2.0,1.0,1548.0,1.0,1,47.0,3.0,2.0,1.0,1,19345.0,0,0,12.0,4.0,80.0,9.0,4.0,0.0,1.6094379124341003,0.6931471805599453,2.1972245773362196,8.607764889600624,0.0,2.23606797749979,1.7320508075688772,2.6457513110645907,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
33.0,0,2,589.0,28.0,4.0,1.0,1549.0,2.0,1,79.0,3.0,2.0,3.0,1,22949.0,0,1,12.0,2.0,80.0,15.0,3.0,0.6931471805599453,2.70805020110221,2.0794415416798357,2.772588722239781,8.557951183888406,0.6931471805599453,1.7320508075688772,1.7320508075688772,2.23606797749979,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
40.0,0,2,898.0,6.0,2.0,1.0,1550.0,3.0,1,38.0,3.0,4.0,4.0,2,17381.0,0,1,21.0,4.0,80.0,21.0,3.0,0.6931471805599453,2.0794415416798357,2.0794415416798357,3.091042453358316,9.707351006708445,0.0,1.4142135623730951,2.0,2.6457513110645907,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24.0,0,2,350.0,21.0,2.0,1.0,1551.0,3.0,1,57.0,2.0,1.0,1.0,0,10036.0,0,0,14.0,2.0,80.0,2.0,3.0,0.0,0.6931471805599453,0.0,0.6931471805599453,7.739359202689098,1.3862943611198906,1.7320508075688772,1.7320508075688772,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
40.0,0,0,1142.0,8.0,2.0,1.0,1552.0,4.0,1,72.0,3.0,2.0,4.0,0,8841.0,0,1,18.0,3.0,80.0,8.0,3.0,1.3862943611198906,1.0986122886681096,1.0986122886681096,1.0986122886681096,8.311398278436641,0.0,1.4142135623730951,1.7320508075688772,1.4142135623730951,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
45.0,0,2,538.0,1.0,4.0,1.0,1553.0,1.0,1,66.0,3.0,3.0,2.0,0,20933.0,0,0,12.0,1.0,80.0,10.0,3.0,0.6931471805599453,2.1972245773362196,2.0794415416798357,2.3978952727983707,8.914894908906568,1.3862943611198906,2.0,1.7320508075688772,2.6457513110645907,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
35.0,0,2,1402.0,28.0,4.0,1.0,1554.0,2.0,0,98.0,2.0,1.0,3.0,1,26204.0,0,0,23.0,1.0,80.0,6.0,3.0,0.0,1.3862943611198906,1.0986122886681096,1.791759469228055,7.796057974316123,1.0986122886681096,2.23606797749979,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
32.0,0,2,824.0,5.0,2.0,1.0,1555.0,4.0,0,67.0,2.0,2.0,2.0,1,15624.0,0,0,12.0,1.0,80.0,12.0,3.0,1.3862943611198906,0.6931471805599453,1.791759469228055,2.0794415416798357,8.679141958402255,0.6931471805599453,1.4142135623730951,1.7320508075688772,1.4142135623730951,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36.0,0,2,1157.0,2.0,4.0,1.0,1556.0,3.0,1,70.0,3.0,1.0,4.0,2,17001.0,0,1,21.0,4.0,80.0,7.0,2.0,1.3862943611198906,1.0986122886681096,1.0986122886681096,1.3862943611198906,7.8804263442924,0.0,1.7320508075688772,2.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48.0,0,2,492.0,16.0,4.0,1.0,1557.0,3.0,0,96.0,3.0,2.0,3.0,0,13693.0,0,0,14.0,3.0,80.0,18.0,3.0,2.1972245773362196,2.0794415416798357,2.0794415416798357,2.1972245773362196,8.770283819098399,0.6931471805599453,1.4142135623730951,1.7320508075688772,2.6457513110645907,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
29.0,0,2,598.0,9.0,3.0,1.0,1558.0,3.0,1,91.0,4.0,1.0,3.0,1,22376.0,0,0,18.0,1.0,80.0,5.0,2.0,1.9459101490553132,0.0,0.0,0.6931471805599453,7.804659297056102,1.0986122886681096,1.4142135623730951,1.7320508075688772,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33.0,0,2,1242.0,8.0,4.0,1.0,1560.0,1.0,1,46.0,3.0,2.0,1.0,1,10589.0,0,0,13.0,4.0,80.0,8.0,1.0,1.0986122886681096,1.0986122886681096,1.0986122886681096,1.0986122886681096,8.762958920766726,0.6931471805599453,2.449489742783178,1.7320508075688772,1.4142135623730951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30.0,1,2,740.0,1.0,3.0,1.0,1562.0,2.0,1,64.0,2.0,2.0,1.0,1,5323.0,0,0,11.0,4.0,80.0,10.0,3.0,0.6931471805599453,2.1972245773362196,2.0794415416798357,2.3978952727983707,9.18142636181154,0.6931471805599453,2.0,1.7320508075688772,2.449489742783178,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
38.0,0,1,888.0,10.0,4.0,1.0,1563.0,3.0,1,71.0,3.0,2.0,3.0,1,14814.0,0,0,11.0,3.0,80.0,10.0,3.0,1.3862943611198906,1.3862943611198906,1.0986122886681096,1.9459101490553132,8.712430973476739,0.0,1.4142135623730951,1.7320508075688772,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35.0,0,2,992.0,1.0,3.0,1.0,1564.0,4.0,1,68.0,2.0,1.0,1.0,2,21731.0,0,0,19.0,2.0,80.0,3.0,3.0,0.6931471805599453,0.0,1.0986122886681096,1.3862943611198906,7.804251383528112,0.0,1.7320508075688772,1.7320508075688772,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30.0,0,2,1288.0,29.0,4.0,1.0,1568.0,3.0,1,33.0,3.0,3.0,2.0,1,17799.0,0,0,12.0,2.0,80.0,9.0,3.0,1.3862943611198906,1.0986122886681096,1.3862943611198906,1.6094379124341003,9.132486932771318,0.6931471805599453,1.7320508075688772,1.7320508075688772,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35.0,1,2,104.0,2.0,3.0,1.0,1569.0,1.0,0,69.0,3.0,1.0,1.0,0,26619.0,0,1,12.0,4.0,80.0,1.0,3.0,0.6931471805599453,0.0,0.0,0.6931471805599453,7.637716432664798,0.6931471805599453,1.4142135623730951,1.7320508075688772,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
53.0,1,2,607.0,2.0,5.0,1.0,1572.0,3.0,0,78.0,2.0,3.0,4.0,1,14618.0,0,0,16.0,2.0,80.0,34.0,3.0,0.0,2.0794415416798357,2.302585092994046,3.4657359027997265,9.227197489042606,0.6931471805599453,2.0,1.7320508075688772,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
38.0,1,2,903.0,2.0,3.0,1.0,1573.0,3.0,1,81.0,3.0,2.0,2.0,1,7653.0,0,0,11.0,1.0,80.0,7.0,3.0,1.6094379124341003,1.0986122886681096,1.6094379124341003,1.791759469228055,8.487970332739334,1.0986122886681096,1.4142135623730951,1.7320508075688772,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
32.0,0,0,1200.0,1.0,4.0,1.0,1574.0,4.0,1,62.0,3.0,2.0,1.0,1,25174.0,0,0,14.0,2.0,80.0,9.0,2.0,1.6094379124341003,1.791759469228055,1.0986122886681096,1.9459101490553132,8.31581113188354,0.6931471805599453,1.7320508075688772,1.7320508075688772,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
48.0,0,2,1108.0,15.0,4.0,1.0,1576.0,3.0,0,65.0,3.0,1.0,1.0,1,16530.0,0,0,12.0,4.0,80.0,10.0,2.0,2.1972245773362196,1.0986122886681096,1.9459101490553132,2.1972245773362196,7.769800996003896,0.6931471805599453,1.7320508075688772,1.7320508075688772,2.6457513110645907,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
34.0,0,2,479.0,7.0,4.0,1.0,1577.0,1.0,1,35.0,3.0,1.0,4.0,2,22061.0,0,0,13.0,3.0,80.0,1.0,1.0,0.6931471805599453,0.0,0.0,0.6931471805599453,7.997326822998097,0.0,2.0,1.7320508075688772,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
55.0,0,2,685.0,26.0,5.0,1.0,1578.0,3.0,1,60.0,2.0,5.0,4.0,1,23037.0,0,0,21.0,3.0,80.0,34.460000000000036,3.0,0.6931471805599453,1.9459101490553132,2.639057329615259,3.4657359027997265,9.882621359854744,0.6931471805599453,1.7320508075688772,2.0,1.4142135623730951,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
34.0,0,2,1351.0,1.0,4.0,1.0,1580.0,2.0,1,45.0,3.0,2.0,4.0,1,13008.0,0,0,17.0,2.0,80.0,9.0,2.0,2.302585092994046,1.0986122886681096,0.6931471805599453,1.0986122886681096,8.609772372709331,0.6931471805599453,1.7320508075688772,1.7320508075688772,1.4142135623730951,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26.0,0,2,474.0,3.0,3.0,1.0,1581.0,1.0,0,89.0,3.0,1.0,4.0,1,11133.0,0,0,21.0,1.0,80.0,1.0,3.0,0.6931471805599453,0.0,0.0,0.6931471805599453,7.631431664576906,0.0,2.23606797749979,2.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
38.0,0,2,1245.0,14.0,3.0,1.0,1582.0,3.0,1,80.0,3.0,2.0,2.0,1,12355.0,0,0,11.0,4.0,80.0,10.0,3.0,0.0,2.1972245773362196,2.0794415416798357,2.302585092994046,9.202812105555392,0.6931471805599453,1.7320508075688772,1.7320508075688772,2.6457513110645907,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
38.0,0,2,437.0,16.0,3.0,1.0,1583.0,2.0,0,90.0,3.0,2.0,2.0,2,16379.0,0,0,12.0,2.0,80.0,8.0,4.0,1.0986122886681096,1.0986122886681096,1.0986122886681096,1.3862943611198906,8.342601680684194,0.0,2.23606797749979,1.7320508075688772,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36.0,0,2,884.0,1.0,4.0,1.0,1585.0,2.0,0,73.0,3.0,2.0,3.0,2,21447.0,0,0,13.0,1.0,80.0,15.0,3.0,1.9459101490553132,0.0,0.0,0.6931471805599453,8.827028068509152,0.0,2.23606797749979,1.7320508075688772,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
29.0,0,2,1370.0,3.0,1.0,1.0,1586.0,2.0,1,87.0,3.0,1.0,1.0,2,16213.0,0,1,18.0,4.0,80.0,10.0,3.0,0.6931471805599453,2.302585092994046,1.791759469228055,2.3978952727983707,8.460411177317253,0.0,1.7320508075688772,1.7320508075688772,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
35.0,0,2,670.0,10.0,4.0,1.0,1587.0,1.0,0,51.0,3.0,2.0,3.0,2,4223.0,0,1,16.0,3.0,80.0,10.0,3.0,1.3862943611198906,1.0986122886681096,1.6094379124341003,1.791759469228055,8.723068501163928,0.0,2.0,1.7320508075688772,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
39.0,0,2,1462.0,6.0,3.0,1.0,1588.0,4.0,1,38.0,4.0,3.0,3.0,1,4658.0,0,0,11.0,1.0,80.0,11.0,3.0,1.0986122886681096,1.9459101490553132,1.9459101490553132,2.0794415416798357,9.016512874996026,0.6931471805599453,1.7320508075688772,1.7320508075688772,2.6457513110645907,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
29.0,0,1,995.0,2.0,1.0,1.0,1590.0,1.0,1,87.0,3.0,2.0,4.0,0,24483.0,0,0,19.0,4.0,80.0,6.0,4.0,0.6931471805599453,1.6094379124341003,1.3862943611198906,1.9459101490553132,9.088624613292087,0.6931471805599453,0.0,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,0,2,264.0,9.0,3.0,1.0,1591.0,3.0,1,59.0,3.0,5.0,3.0,1,19519.0,0,1,16.0,3.0,80.0,27.0,3.0,1.6094379124341003,0.0,0.0,0.6931471805599453,9.869517032964975,0.6931471805599453,1.4142135623730951,1.7320508075688772,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23.0,0,2,977.0,10.0,3.0,1.0,1592.0,4.0,1,45.0,4.0,1.0,3.0,1,12826.0,0,0,16.0,4.0,80.0,4.0,3.0,1.0986122886681096,1.0986122886681096,1.0986122886681096,1.0986122886681096,7.637234388789473,0.6931471805599453,1.4142135623730951,1.7320508075688772,1.4142135623730951,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36.0,0,1,1302.0,6.0,4.0,1.0,1594.0,1.0,1,80.0,4.0,2.0,1.0,1,19711.0,0,1,13.0,4.0,80.0,9.0,3.0,1.3862943611198906,1.0986122886681096,1.0986122886681096,1.3862943611198906,8.623892810075294,0.6931471805599453,1.7320508075688772,1.7320508075688772,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42.0,0,2,1059.0,9.0,2.0,1.0,1595.0,4.0,1,93.0,2.0,5.0,4.0,2,26362.0,0,0,22.0,4.0,80.0,24.0,3.0,2.1972245773362196,0.0,0.6931471805599453,0.6931471805599453,9.883998875952265,0.0,1.4142135623730951,2.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35.0,0,2,750.0,28.0,3.0,1.0,1596.0,2.0,1,46.0,4.0,2.0,3.0,1,25348.0,0,0,17.0,4.0,80.0,10.0,2.0,0.6931471805599453,2.302585092994046,2.1972245773362196,2.3978952727983707,8.133880887949207,1.0986122886681096,1.7320508075688772,1.7320508075688772,2.449489742783178,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
34.0,0,1,653.0,10.0,4.0,1.0,1597.0,4.0,1,92.0,2.0,2.0,3.0,1,15332.0,0,0,14.0,2.0,80.0,8.0,2.0,0.6931471805599453,1.0986122886681096,2.0794415416798357,2.1972245773362196,8.529911963824013,0.6931471805599453,1.7320508075688772,1.7320508075688772,2.6457513110645907,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
40.0,0,2,118.0,14.0,2.0,1.0,1598.0,4.0,0,84.0,3.0,2.0,1.0,1,11262.0,0,0,15.0,3.0,80.0,5.0,3.0,0.6931471805599453,1.6094379124341003,1.0986122886681096,1.791759469228055,8.442469645220301,0.6931471805599453,1.4142135623730951,1.7320508075688772,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
43.0,0,2,990.0,27.0,3.0,1.0,1599.0,4.0,1,87.0,4.0,1.0,2.0,0,5855.0,0,0,12.0,3.0,80.0,8.0,3.0,1.791759469228055,1.6094379124341003,1.0986122886681096,1.9459101490553132,8.492285555710053,0.6931471805599453,0.0,1.7320508075688772,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
35.0,0,2,1349.0,7.0,2.0,1.0,1601.0,3.0,1,63.0,2.0,1.0,4.0,1,7713.0,0,0,18.0,4.0,80.0,1.0,2.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,7.897668150726906,0.6931471805599453,2.23606797749979,1.7320508075688772,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
46.0,0,2,563.0,1.0,4.0,1.0,1602.0,4.0,1,56.0,4.0,4.0,1.0,2,3156.0,0,0,15.0,2.0,80.0,27.0,1.0,0.6931471805599453,0.0,2.5649493574615367,3.295836866004329,9.773834344309257,0.0,2.23606797749979,1.7320508075688772,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
28.0,1,2,329.0,24.0,3.0,1.0,1604.0,3.0,1,51.0,3.0,1.0,2.0,1,7324.0,0,1,17.0,3.0,80.0,1.0,3.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,7.786967002614872,1.3862943611198906,1.7320508075688772,1.7320508075688772,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22.0,0,0,457.0,26.0,2.0,1.0,1605.0,2.0,0,85.0,2.0,1.0,3.0,1,10293.0,0,1,14.0,2.0,80.0,4.0,2.0,0.6931471805599453,1.0986122886681096,1.3862943611198906,1.6094379124341003,7.942717540573791,0.0,1.4142135623730951,1.7320508075688772,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50.0,0,1,1234.0,20.0,5.0,1.0,1606.0,2.0,1,41.0,3.0,4.0,3.0,1,20689.0,0,1,15.0,3.0,80.0,32.0,3.0,1.0986122886681096,2.1972245773362196,2.639057329615259,3.4339872044851463,9.327767788852148,0.6931471805599453,1.7320508075688772,1.7320508075688772,3.4641016151377544,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
32.0,0,2,634.0,5.0,4.0,1.0,1607.0,2.0,0,35.0,4.0,1.0,4.0,1,18783.0,0,0,17.0,4.0,80.0,6.0,3.0,1.3862943611198906,1.0986122886681096,1.0986122886681096,1.3862943611198906,8.105609402299896,1.0986122886681096,1.7320508075688772,1.7320508075688772,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
44.0,0,2,1313.0,7.0,3.0,1.0,1608.0,2.0,0,31.0,3.0,5.0,4.0,0,3549.0,0,1,14.0,4.0,80.0,23.0,2.0,0.0,2.0794415416798357,2.3978952727983707,3.1354942159291497,9.854822380554847,0.6931471805599453,2.0,1.7320508075688772,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30.0,0,2,241.0,7.0,3.0,1.0,1609.0,2.0,1,48.0,2.0,1.0,2.0,1,5348.0,0,0,12.0,2.0,80.0,6.0,2.0,0.6931471805599453,1.6094379124341003,0.6931471805599453,1.9459101490553132,7.669495251007694,0.6931471805599453,1.7320508075688772,1.7320508075688772,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
45.0,0,2,1015.0,5.0,5.0,1.0,1611.0,3.0,0,50.0,1.0,2.0,1.0,2,23447.0,0,1,14.0,1.0,80.0,10.0,3.0,0.6931471805599453,2.0794415416798357,1.6094379124341003,2.3978952727983707,8.660427359502146,0.0,1.7320508075688772,1.7320508075688772,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
45.0,0,0,336.0,26.0,3.0,1.0,1612.0,1.0,1,52.0,2.0,2.0,1.0,1,24162.0,0,0,15.0,1.0,80.0,10.0,3.0,0.6931471805599453,2.0794415416798357,1.791759469228055,2.3978952727983707,8.386172928977834,0.6931471805599453,1.4142135623730951,1.7320508075688772,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31.0,0,1,715.0,2.0,4.0,1.0,1613.0,4.0,1,54.0,3.0,2.0,1.0,2,21602.0,0,0,13.0,4.0,80.0,10.0,3.0,2.0794415416798357,1.0986122886681096,1.3862943611198906,1.791759469228055,8.581669210600602,0.0,1.7320508075688772,1.7320508075688772,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
36.0,0,2,559.0,12.0,4.0,1.0,1614.0,3.0,0,76.0,3.0,2.0,3.0,1,12421.0,0,1,12.0,2.0,80.0,7.0,3.0,2.302585092994046,1.0986122886681096,0.6931471805599453,1.3862943611198906,8.447628728030327,1.0986122886681096,1.4142135623730951,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
34.0,0,1,426.0,10.0,4.0,1.0,1615.0,3.0,1,42.0,4.0,2.0,4.0,0,17000.0,0,0,13.0,1.0,80.0,9.0,3.0,0.6931471805599453,2.0794415416798357,1.0986122886681096,2.302585092994046,8.460622839927844,0.6931471805599453,1.7320508075688772,1.7320508075688772,2.6457513110645907,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
49.0,0,2,722.0,25.0,4.0,1.0,1617.0,3.0,0,84.0,3.0,1.0,1.0,1,22102.0,0,0,14.0,4.0,80.0,10.0,2.0,0.6931471805599453,1.9459101490553132,1.6094379124341003,2.302585092994046,8.074649075066652,0.6931471805599453,1.7320508075688772,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
39.0,0,2,1387.0,10.0,5.0,1.0,1618.0,2.0,1,76.0,3.0,2.0,1.0,1,3835.0,0,0,13.0,4.0,80.0,10.0,3.0,1.0986122886681096,2.0794415416798357,2.0794415416798357,2.0794415416798357,8.59007183682881,1.3862943611198906,1.7320508075688772,1.7320508075688772,2.6457513110645907,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27.0,0,2,1302.0,19.0,3.0,1.0,1619.0,4.0,1,67.0,2.0,1.0,1.0,0,16290.0,0,0,11.0,1.0,80.0,7.0,3.0,0.6931471805599453,2.0794415416798357,2.0794415416798357,2.0794415416798357,8.310660905907225,1.0986122886681096,1.7320508075688772,1.7320508075688772,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
35.0,0,2,819.0,18.0,5.0,1.0,1621.0,2.0,1,48.0,4.0,2.0,1.0,1,26312.0,0,0,11.0,4.0,80.0,16.0,3.0,0.6931471805599453,2.772588722239781,2.3978952727983707,2.833213344056216,8.558143177745192,0.0,1.4142135623730951,1.7320508075688772,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28.0,0,2,580.0,27.0,3.0,1.0,1622.0,2.0,0,39.0,1.0,2.0,1.0,0,20460.0,0,0,21.0,2.0,80.0,6.0,2.0,0.0,1.3862943611198906,0.0,1.791759469228055,8.492490578775866,0.6931471805599453,2.23606797749979,2.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
21.0,0,2,546.0,5.0,1.0,1.0,1623.0,3.0,1,97.0,3.0,1.0,4.0,2,26009.0,0,0,18.0,3.0,80.0,3.0,3.0,0.6931471805599453,1.0986122886681096,1.0986122886681096,1.0986122886681096,8.044947049617722,0.0,1.4142135623730951,1.7320508075688772,1.4142135623730951,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
18.0,1,1,544.0,3.0,2.0,1.0,1624.0,2.0,0,70.0,3.0,1.0,4.0,2,18420.0,0,1,12.0,3.0,80.0,1.0,4.0,0.6931471805599453,0.0,0.0,0.0,7.358830898342354,0.0,1.4142135623730951,1.7320508075688772,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47.0,0,2,1176.0,26.0,4.0,1.0,1625.0,4.0,0,98.0,3.0,5.0,3.0,1,5220.0,0,0,11.0,3.0,80.0,27.0,3.0,1.3862943611198906,1.0986122886681096,0.0,1.791759469228055,9.884684885113385,0.6931471805599453,1.4142135623730951,1.7320508075688772,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
39.0,0,2,170.0,3.0,2.0,1.0,1627.0,3.0,1,76.0,2.0,2.0,3.0,0,10302.0,0,0,15.0,4.0,80.0,11.0,3.0,0.0,2.1972245773362196,2.0794415416798357,2.3978952727983707,8.029432840581244,0.6931471805599453,1.7320508075688772,1.7320508075688772,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
